Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
SN-HRSD-00530,ServiceNow,Onboarding,Employee Experience,Onboarding -> Tasks -> Approvals -> Completion,Functional,Clone Employee Experience ServiceNow Onboarding,User has ServiceNow access and Employee Experience test data exists,"1. Open Onboarding.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00531,ServiceNow,Onboarding,Employee Experience,Lifecycle Event -> Notifications -> Case Closure,Functional,Clone Employee Experience ServiceNow Onboarding,User has ServiceNow access and Employee Experience test data exists,"1. Open Onboarding.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00532,ServiceNow,Offboarding,Corporate HR,Employee Center -> HR Case -> Knowledge -> Resolution,Regression,Resolve Corporate HR ServiceNow Offboarding,User has ServiceNow access and Corporate HR test data exists,"1. Open Offboarding.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00533,ServiceNow,Offboarding,Corporate HR,Onboarding -> Tasks -> Approvals -> Completion,Accessibility,Create Corporate HR ServiceNow Offboarding,User has ServiceNow access and Corporate HR test data exists,"1. Open Offboarding.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00534,ServiceNow,Offboarding,Corporate HR,Lifecycle Event -> Notifications -> Case Closure,Regression,Resolve Corporate HR ServiceNow Offboarding,User has ServiceNow access and Corporate HR test data exists,"1. Open Offboarding.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00535,ServiceNow,Offboarding,Shared Services,Employee Center -> HR Case -> Knowledge -> Resolution,Functional,Clone Shared Services ServiceNow Offboarding,User has ServiceNow access and Shared Services test data exists,"1. Open Offboarding.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00536,ServiceNow,Offboarding,Shared Services,Onboarding -> Tasks -> Approvals -> Completion,Functional,Resolve Shared Services ServiceNow Offboarding,User has ServiceNow access and Shared Services test data exists,"1. Open Offboarding.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00537,ServiceNow,Offboarding,Shared Services,Lifecycle Event -> Notifications -> Case Closure,Regression,Close Shared Services ServiceNow Offboarding,User has ServiceNow access and Shared Services test data exists,"1. Open Offboarding.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00538,ServiceNow,Offboarding,Employee Experience,Employee Center -> HR Case -> Knowledge -> Resolution,UI,Submit Employee Experience ServiceNow Offboarding,User has ServiceNow access and Employee Experience test data exists,"1. Open Offboarding.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00539,ServiceNow,Offboarding,Employee Experience,Onboarding -> Tasks -> Approvals -> Completion,Functional,Edit Employee Experience ServiceNow Offboarding,User has ServiceNow access and Employee Experience test data exists,"1. Open Offboarding.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00540,ServiceNow,Offboarding,Employee Experience,Lifecycle Event -> Notifications -> Case Closure,Regression,Clone Employee Experience ServiceNow Offboarding,User has ServiceNow access and Employee Experience test data exists,"1. Open Offboarding.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00541,ServiceNow,HR Case,Corporate HR,Employee Center -> HR Case -> Knowledge -> Resolution,Accessibility,Assign Corporate HR ServiceNow HR Case,User has ServiceNow access and Corporate HR test data exists,"1. Open HR Case.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00542,ServiceNow,HR Case,Corporate HR,Onboarding -> Tasks -> Approvals -> Completion,Regression,Edit Corporate HR ServiceNow HR Case,User has ServiceNow access and Corporate HR test data exists,"1. Open HR Case.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00543,ServiceNow,HR Case,Corporate HR,Lifecycle Event -> Notifications -> Case Closure,UI,Delete Corporate HR ServiceNow HR Case,User has ServiceNow access and Corporate HR test data exists,"1. Open HR Case.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00544,ServiceNow,HR Case,Shared Services,Employee Center -> HR Case -> Knowledge -> Resolution,Accessibility,Update Shared Services ServiceNow HR Case,User has ServiceNow access and Shared Services test data exists,"1. Open HR Case.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00545,ServiceNow,HR Case,Shared Services,Onboarding -> Tasks -> Approvals -> Completion,Functional,Reject Shared Services ServiceNow HR Case,User has ServiceNow access and Shared Services test data exists,"1. Open HR Case.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Low,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00546,ServiceNow,HR Case,Shared Services,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Create Shared Services ServiceNow HR Case,User has ServiceNow access and Shared Services test data exists,"1. Open HR Case.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00547,ServiceNow,HR Case,Employee Experience,Employee Center -> HR Case -> Knowledge -> Resolution,Integration,Close Employee Experience ServiceNow HR Case,User has ServiceNow access and Employee Experience test data exists,"1. Open HR Case.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00548,ServiceNow,HR Case,Employee Experience,Onboarding -> Tasks -> Approvals -> Completion,Integration,Update Employee Experience ServiceNow HR Case,User has ServiceNow access and Employee Experience test data exists,"1. Open HR Case.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00549,ServiceNow,HR Case,Employee Experience,Lifecycle Event -> Notifications -> Case Closure,Functional,Validate Employee Experience ServiceNow HR Case,User has ServiceNow access and Employee Experience test data exists,"1. Open HR Case.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Low,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00550,ServiceNow,Employee Center,Corporate HR,Employee Center -> HR Case -> Knowledge -> Resolution,Integration,Edit Corporate HR ServiceNow Employee Center,User has ServiceNow access and Corporate HR test data exists,"1. Open Employee Center.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00551,ServiceNow,Employee Center,Corporate HR,Onboarding -> Tasks -> Approvals -> Completion,Functional,Edit Corporate HR ServiceNow Employee Center,User has ServiceNow access and Corporate HR test data exists,"1. Open Employee Center.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Low,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00552,ServiceNow,Employee Center,Corporate HR,Lifecycle Event -> Notifications -> Case Closure,Functional,Submit Corporate HR ServiceNow Employee Center,User has ServiceNow access and Corporate HR test data exists,"1. Open Employee Center.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00553,ServiceNow,Employee Center,Shared Services,Employee Center -> HR Case -> Knowledge -> Resolution,Functional,Delete Shared Services ServiceNow Employee Center,User has ServiceNow access and Shared Services test data exists,"1. Open Employee Center.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00554,ServiceNow,Employee Center,Shared Services,Onboarding -> Tasks -> Approvals -> Completion,Integration,Delete Shared Services ServiceNow Employee Center,User has ServiceNow access and Shared Services test data exists,"1. Open Employee Center.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00555,ServiceNow,Employee Center,Shared Services,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Assign Shared Services ServiceNow Employee Center,User has ServiceNow access and Shared Services test data exists,"1. Open Employee Center.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00556,ServiceNow,Employee Center,Employee Experience,Employee Center -> HR Case -> Knowledge -> Resolution,UI,Update Employee Experience ServiceNow Employee Center,User has ServiceNow access and Employee Experience test data exists,"1. Open Employee Center.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00557,ServiceNow,Employee Center,Employee Experience,Onboarding -> Tasks -> Approvals -> Completion,Regression,Update Employee Experience ServiceNow Employee Center,User has ServiceNow access and Employee Experience test data exists,"1. Open Employee Center.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00558,ServiceNow,Employee Center,Employee Experience,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Delete Employee Experience ServiceNow Employee Center,User has ServiceNow access and Employee Experience test data exists,"1. Open Employee Center.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00559,ServiceNow,Knowledge,Corporate HR,Employee Center -> HR Case -> Knowledge -> Resolution,Accessibility,Assign Corporate HR ServiceNow Knowledge,User has ServiceNow access and Corporate HR test data exists,"1. Open Knowledge.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00560,ServiceNow,Knowledge,Corporate HR,Onboarding -> Tasks -> Approvals -> Completion,UI,Reject Corporate HR ServiceNow Knowledge,User has ServiceNow access and Corporate HR test data exists,"1. Open Knowledge.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Medium,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00561,ServiceNow,Knowledge,Corporate HR,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Approve Corporate HR ServiceNow Knowledge,User has ServiceNow access and Corporate HR test data exists,"1. Open Knowledge.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00562,ServiceNow,Knowledge,Shared Services,Employee Center -> HR Case -> Knowledge -> Resolution,Functional,Reject Shared Services ServiceNow Knowledge,User has ServiceNow access and Shared Services test data exists,"1. Open Knowledge.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00563,ServiceNow,Knowledge,Shared Services,Onboarding -> Tasks -> Approvals -> Completion,UI,Validate Shared Services ServiceNow Knowledge,User has ServiceNow access and Shared Services test data exists,"1. Open Knowledge.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00564,ServiceNow,Knowledge,Shared Services,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Close Shared Services ServiceNow Knowledge,User has ServiceNow access and Shared Services test data exists,"1. Open Knowledge.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00565,ServiceNow,Knowledge,Employee Experience,Employee Center -> HR Case -> Knowledge -> Resolution,Accessibility,Submit Employee Experience ServiceNow Knowledge,User has ServiceNow access and Employee Experience test data exists,"1. Open Knowledge.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00566,ServiceNow,Knowledge,Employee Experience,Onboarding -> Tasks -> Approvals -> Completion,Integration,Reject Employee Experience ServiceNow Knowledge,User has ServiceNow access and Employee Experience test data exists,"1. Open Knowledge.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00567,ServiceNow,Knowledge,Employee Experience,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Clone Employee Experience ServiceNow Knowledge,User has ServiceNow access and Employee Experience test data exists,"1. Open Knowledge.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00568,ServiceNow,Lifecycle Event,Corporate HR,Employee Center -> HR Case -> Knowledge -> Resolution,Regression,Approve Corporate HR ServiceNow Lifecycle Event,User has ServiceNow access and Corporate HR test data exists,"1. Open Lifecycle Event.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00569,ServiceNow,Lifecycle Event,Corporate HR,Onboarding -> Tasks -> Approvals -> Completion,Regression,Assign Corporate HR ServiceNow Lifecycle Event,User has ServiceNow access and Corporate HR test data exists,"1. Open Lifecycle Event.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00570,ServiceNow,Lifecycle Event,Corporate HR,Lifecycle Event -> Notifications -> Case Closure,Functional,Assign Corporate HR ServiceNow Lifecycle Event,User has ServiceNow access and Corporate HR test data exists,"1. Open Lifecycle Event.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00571,ServiceNow,Lifecycle Event,Shared Services,Employee Center -> HR Case -> Knowledge -> Resolution,Integration,Clone Shared Services ServiceNow Lifecycle Event,User has ServiceNow access and Shared Services test data exists,"1. Open Lifecycle Event.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00572,ServiceNow,Lifecycle Event,Shared Services,Onboarding -> Tasks -> Approvals -> Completion,Regression,Update Shared Services ServiceNow Lifecycle Event,User has ServiceNow access and Shared Services test data exists,"1. Open Lifecycle Event.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Low,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00573,ServiceNow,Lifecycle Event,Shared Services,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Edit Shared Services ServiceNow Lifecycle Event,User has ServiceNow access and Shared Services test data exists,"1. Open Lifecycle Event.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Medium,Functional,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00574,ServiceNow,Lifecycle Event,Employee Experience,Employee Center -> HR Case -> Knowledge -> Resolution,Regression,Search Employee Experience ServiceNow Lifecycle Event,User has ServiceNow access and Employee Experience test data exists,"1. Open Lifecycle Event.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00575,ServiceNow,Lifecycle Event,Employee Experience,Onboarding -> Tasks -> Approvals -> Completion,Functional,Delete Employee Experience ServiceNow Lifecycle Event,User has ServiceNow access and Employee Experience test data exists,"1. Open Lifecycle Event.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00576,ServiceNow,Lifecycle Event,Employee Experience,Lifecycle Event -> Notifications -> Case Closure,Integration,Edit Employee Experience ServiceNow Lifecycle Event,User has ServiceNow access and Employee Experience test data exists,"1. Open Lifecycle Event.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",High,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00577,ServiceNow,Onboarding,Corporate HR,Employee Center -> HR Case -> Knowledge -> Resolution,Integration,Delete Corporate HR ServiceNow Onboarding,User has ServiceNow access and Corporate HR test data exists,"1. Open Onboarding.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Low,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00578,ServiceNow,Onboarding,Corporate HR,Onboarding -> Tasks -> Approvals -> Completion,Accessibility,Create Corporate HR ServiceNow Onboarding,User has ServiceNow access and Corporate HR test data exists,"1. Open Onboarding.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00579,ServiceNow,Onboarding,Corporate HR,Lifecycle Event -> Notifications -> Case Closure,UI,Edit Corporate HR ServiceNow Onboarding,User has ServiceNow access and Corporate HR test data exists,"1. Open Onboarding.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",High,UI,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00580,ServiceNow,Onboarding,Shared Services,Employee Center -> HR Case -> Knowledge -> Resolution,UI,Edit Shared Services ServiceNow Onboarding,User has ServiceNow access and Shared Services test data exists,"1. Open Onboarding.
2. Execute: Employee Center -> HR Case -> Knowledge -> Resolution.
3. Perform validation and confirm outcome.","Employee Center -> HR Case -> Knowledge -> Resolution completes with correct state, audit trail, and notifications",Medium,Integration,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00581,ServiceNow,Onboarding,Shared Services,Onboarding -> Tasks -> Approvals -> Completion,Accessibility,Delete Shared Services ServiceNow Onboarding,User has ServiceNow access and Shared Services test data exists,"1. Open Onboarding.
2. Execute: Onboarding -> Tasks -> Approvals -> Completion.
3. Perform validation and confirm outcome.","Onboarding -> Tasks -> Approvals -> Completion completes with correct state, audit trail, and notifications",Low,Regression,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
SN-HRSD-00582,ServiceNow,Onboarding,Shared Services,Lifecycle Event -> Notifications -> Case Closure,Accessibility,Clone Shared Services ServiceNow Onboarding,User has ServiceNow access and Shared Services test data exists,"1. Open Onboarding.
2. Execute: Lifecycle Event -> Notifications -> Case Closure.
3. Perform validation and confirm outcome.","Lifecycle Event -> Notifications -> Case Closure completes with correct state, audit trail, and notifications",Low,Accessibility,"{""caller"": ""John Doe"", ""priority"": ""2"", ""category"": ""Software"", ""assignment_group"": ""Service Desk""}"
