Test Case ID,Cloud,Module Group,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
WD-01842,Workday,Finance,Supplier Invoice,Manufacturing,Requisition -> Offer -> Hire -> Onboard -> Payroll,Integration,Review Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration
WD-01843,Workday,Finance,Supplier Invoice,Manufacturing,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Import Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Integration
WD-01844,Workday,Finance,Supplier Invoice,Manufacturing,Expense Submit -> Approval -> Accounting -> Reimbursement,Security,Close Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security
WD-01845,Workday,Finance,Supplier Invoice,Manufacturing,Supplier Invoice -> Matching -> Approval -> Payment,Integration,Update Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Mobile
WD-01846,Workday,Finance,Supplier Invoice,Manufacturing,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Submit Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,UI
WD-01847,Workday,Finance,Supplier Invoice,Manufacturing,Recruiting -> Hire -> Onboard -> Time -> Payroll,Integration,Export Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Security
WD-01848,Workday,Finance,Supplier Invoice,Manufacturing,Budget -> Expense -> Journal -> Dashboard,Workflow,Update Manufacturing Workday Supplier Invoice,Workday access is provisioned and Manufacturing test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-01849,Workday,Finance,Supplier Invoice,Education,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Route Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Security
WD-01850,Workday,Finance,Supplier Invoice,Education,Employee Life Event -> Benefits -> Payroll -> Reporting,Performance,Review Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01851,Workday,Finance,Supplier Invoice,Education,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Reject Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Mobile
WD-01852,Workday,Finance,Supplier Invoice,Education,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Export Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Functional
WD-01853,Workday,Finance,Supplier Invoice,Education,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Route Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Medium,Integration
WD-01854,Workday,Finance,Supplier Invoice,Education,Recruiting -> Hire -> Onboard -> Time -> Payroll,Mobile,Review Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01855,Workday,Finance,Supplier Invoice,Education,Budget -> Expense -> Journal -> Dashboard,Performance,Sync Education Workday Supplier Invoice,Workday access is provisioned and Education test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-01856,Workday,Finance,Supplier Invoice,Nonprofit,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Approve Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,UI
WD-01857,Workday,Finance,Supplier Invoice,Nonprofit,Employee Life Event -> Benefits -> Payroll -> Reporting,Workflow,Close Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Performance
WD-01858,Workday,Finance,Supplier Invoice,Nonprofit,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Validate Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Regression
WD-01859,Workday,Finance,Supplier Invoice,Nonprofit,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Edit Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01860,Workday,Finance,Supplier Invoice,Nonprofit,Integration Load -> Validate -> Error Handling -> Reprocess,Accessibility,Approve Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Regression
WD-01861,Workday,Finance,Supplier Invoice,Nonprofit,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Edit Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Functional
WD-01862,Workday,Finance,Supplier Invoice,Nonprofit,Budget -> Expense -> Journal -> Dashboard,Performance,Import Nonprofit Workday Supplier Invoice,Workday access is provisioned and Nonprofit test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,UI
WD-01863,Workday,Finance,Supplier Invoice,Financial Services,Requisition -> Offer -> Hire -> Onboard -> Payroll,Accessibility,Create Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-01864,Workday,Finance,Supplier Invoice,Financial Services,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Export Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Security
WD-01865,Workday,Finance,Supplier Invoice,Financial Services,Expense Submit -> Approval -> Accounting -> Reimbursement,Mobile,Sync Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Medium,Performance
WD-01866,Workday,Finance,Supplier Invoice,Financial Services,Supplier Invoice -> Matching -> Approval -> Payment,Accessibility,Submit Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-01867,Workday,Finance,Supplier Invoice,Financial Services,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Validate Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-01868,Workday,Finance,Supplier Invoice,Financial Services,Recruiting -> Hire -> Onboard -> Time -> Payroll,Security,Approve Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration
WD-01869,Workday,Finance,Supplier Invoice,Financial Services,Budget -> Expense -> Journal -> Dashboard,Integration,Update Financial Services Workday Supplier Invoice,Workday access is provisioned and Financial Services test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-01870,Workday,Finance,Supplier Invoice,Technology,Requisition -> Offer -> Hire -> Onboard -> Payroll,Functional,Validate Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Workflow
WD-01871,Workday,Finance,Supplier Invoice,Technology,Employee Life Event -> Benefits -> Payroll -> Reporting,Security,Validate Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Security
WD-01872,Workday,Finance,Supplier Invoice,Technology,Expense Submit -> Approval -> Accounting -> Reimbursement,Performance,Sync Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Security
WD-01873,Workday,Finance,Supplier Invoice,Technology,Supplier Invoice -> Matching -> Approval -> Payment,UI,Approve Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Data Migration
WD-01874,Workday,Finance,Supplier Invoice,Technology,Integration Load -> Validate -> Error Handling -> Reprocess,Integration,Edit Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Security
WD-01875,Workday,Finance,Supplier Invoice,Technology,Recruiting -> Hire -> Onboard -> Time -> Payroll,Accessibility,Reject Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration
WD-01876,Workday,Finance,Supplier Invoice,Technology,Budget -> Expense -> Journal -> Dashboard,Accessibility,Validate Technology Workday Supplier Invoice,Workday access is provisioned and Technology test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-01877,Workday,Finance,Supplier Invoice,Public Sector,Requisition -> Offer -> Hire -> Onboard -> Payroll,UI,Reject Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Security
WD-01878,Workday,Finance,Supplier Invoice,Public Sector,Employee Life Event -> Benefits -> Payroll -> Reporting,Functional,Close Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,UI
WD-01879,Workday,Finance,Supplier Invoice,Public Sector,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Sync Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01880,Workday,Finance,Supplier Invoice,Public Sector,Supplier Invoice -> Matching -> Approval -> Payment,Workflow,Import Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-01881,Workday,Finance,Supplier Invoice,Public Sector,Integration Load -> Validate -> Error Handling -> Reprocess,Performance,Update Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Workflow
WD-01882,Workday,Finance,Supplier Invoice,Public Sector,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Edit Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Accessibility
WD-01883,Workday,Finance,Supplier Invoice,Public Sector,Budget -> Expense -> Journal -> Dashboard,Functional,Export Public Sector Workday Supplier Invoice,Workday access is provisioned and Public Sector test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01884,Workday,Finance,Supplier Invoice,Hospitality,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Approve Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01885,Workday,Finance,Supplier Invoice,Hospitality,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Create Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Integration
WD-01886,Workday,Finance,Supplier Invoice,Hospitality,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Import Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Regression
WD-01887,Workday,Finance,Supplier Invoice,Hospitality,Supplier Invoice -> Matching -> Approval -> Payment,Functional,Review Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",Low,Regression
WD-01888,Workday,Finance,Supplier Invoice,Hospitality,Integration Load -> Validate -> Error Handling -> Reprocess,Security,Approve Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01889,Workday,Finance,Supplier Invoice,Hospitality,Recruiting -> Hire -> Onboard -> Time -> Payroll,Functional,Update Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",High,Workflow
WD-01890,Workday,Finance,Supplier Invoice,Hospitality,Budget -> Expense -> Journal -> Dashboard,Workflow,Update Hospitality Workday Supplier Invoice,Workday access is provisioned and Hospitality test data exists,"1. Open Workday Supplier Invoice.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01891,Workday,Finance,Expense,Corporate,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Route Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Workflow
WD-01892,Workday,Finance,Expense,Corporate,Employee Life Event -> Benefits -> Payroll -> Reporting,Integration,Route Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Medium,Security
WD-01893,Workday,Finance,Expense,Corporate,Expense Submit -> Approval -> Accounting -> Reimbursement,Regression,Approve Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Accessibility
WD-01894,Workday,Finance,Expense,Corporate,Supplier Invoice -> Matching -> Approval -> Payment,Security,Create Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Security
WD-01895,Workday,Finance,Expense,Corporate,Integration Load -> Validate -> Error Handling -> Reprocess,Regression,Reject Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Functional
WD-01896,Workday,Finance,Expense,Corporate,Recruiting -> Hire -> Onboard -> Time -> Payroll,Performance,Export Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Medium,Accessibility
WD-01897,Workday,Finance,Expense,Corporate,Budget -> Expense -> Journal -> Dashboard,Functional,Edit Corporate Workday Expense,Workday access is provisioned and Corporate test data exists,"1. Open Workday Expense.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Workflow
WD-01898,Workday,Finance,Expense,Retail,Requisition -> Offer -> Hire -> Onboard -> Payroll,Regression,Sync Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",Low,Data Migration
WD-01899,Workday,Finance,Expense,Retail,Employee Life Event -> Benefits -> Payroll -> Reporting,Accessibility,Validate Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",High,Regression
WD-01900,Workday,Finance,Expense,Retail,Expense Submit -> Approval -> Accounting -> Reimbursement,UI,Edit Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",High,Workflow
WD-01901,Workday,Finance,Expense,Retail,Supplier Invoice -> Matching -> Approval -> Payment,Security,Edit Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Supplier Invoice -> Matching -> Approval -> Payment.
3. Perform validation and confirm downstream impact.","Supplier Invoice -> Matching -> Approval -> Payment completes successfully with approvals, validations, and audit trail",High,Data Migration
WD-01902,Workday,Finance,Expense,Retail,Integration Load -> Validate -> Error Handling -> Reprocess,Mobile,Export Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Integration Load -> Validate -> Error Handling -> Reprocess.
3. Perform validation and confirm downstream impact.","Integration Load -> Validate -> Error Handling -> Reprocess completes successfully with approvals, validations, and audit trail",High,Regression
WD-01903,Workday,Finance,Expense,Retail,Recruiting -> Hire -> Onboard -> Time -> Payroll,Data Migration,Create Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Recruiting -> Hire -> Onboard -> Time -> Payroll.
3. Perform validation and confirm downstream impact.","Recruiting -> Hire -> Onboard -> Time -> Payroll completes successfully with approvals, validations, and audit trail",Low,Integration
WD-01904,Workday,Finance,Expense,Retail,Budget -> Expense -> Journal -> Dashboard,Regression,Validate Retail Workday Expense,Workday access is provisioned and Retail test data exists,"1. Open Workday Expense.
2. Execute: Budget -> Expense -> Journal -> Dashboard.
3. Perform validation and confirm downstream impact.","Budget -> Expense -> Journal -> Dashboard completes successfully with approvals, validations, and audit trail",High,Mobile
WD-01905,Workday,Finance,Expense,Healthcare,Requisition -> Offer -> Hire -> Onboard -> Payroll,Data Migration,Submit Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Requisition -> Offer -> Hire -> Onboard -> Payroll.
3. Perform validation and confirm downstream impact.","Requisition -> Offer -> Hire -> Onboard -> Payroll completes successfully with approvals, validations, and audit trail",High,Integration
WD-01906,Workday,Finance,Expense,Healthcare,Employee Life Event -> Benefits -> Payroll -> Reporting,Mobile,Edit Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Employee Life Event -> Benefits -> Payroll -> Reporting.
3. Perform validation and confirm downstream impact.","Employee Life Event -> Benefits -> Payroll -> Reporting completes successfully with approvals, validations, and audit trail",Low,Performance
WD-01907,Workday,Finance,Expense,Healthcare,Expense Submit -> Approval -> Accounting -> Reimbursement,Functional,Export Healthcare Workday Expense,Workday access is provisioned and Healthcare test data exists,"1. Open Workday Expense.
2. Execute: Expense Submit -> Approval -> Accounting -> Reimbursement.
3. Perform validation and confirm downstream impact.","Expense Submit -> Approval -> Accounting -> Reimbursement completes successfully with approvals, validations, and audit trail",Low,Accessibility
