Test Case ID,Cloud,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-SE-03196,Service,Escalation Rules,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Reassign Telecom Support Service Escalation Rules,User has Service access and Telecom Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Reassign and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,UI
SF-SE-03197,Service,Escalation Rules,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Submit Telecom Support Service Escalation Rules,User has Service access and Telecom Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Submit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Accessibility
SF-SE-03198,Service,Escalation Rules,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Sync Telecom Support Service Escalation Rules,User has Service access and Telecom Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Sync and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Functional
SF-SE-03199,Service,Escalation Rules,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Reassign B2B Support Service Escalation Rules,User has Service access and B2B Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reassign and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Mobile
SF-SE-03200,Service,Escalation Rules,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Sync B2B Support Service Escalation Rules,User has Service access and B2B Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Mobile
SF-SE-03201,Service,Escalation Rules,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Create B2B Support Service Escalation Rules,User has Service access and B2B Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Create and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Accessibility
SF-SE-03202,Service,Escalation Rules,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,Approve B2B Support Service Escalation Rules,User has Service access and B2B Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Approve and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Accessibility
SF-SE-03203,Service,Escalation Rules,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Reject B2B Support Service Escalation Rules,User has Service access and B2B Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Mobile
SF-SE-03204,Service,Escalation Rules,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Mobile,Reassign B2B Support Service Escalation Rules,User has Service access and B2B Support data is configured,"1. Navigate to Escalation Rules.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reassign and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Regression
SF-SE-03205,Service,Service Cloud Voice,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Clone Retail Support Service Service Cloud Voice,User has Service access and Retail Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Accessibility
SF-SE-03206,Service,Service Cloud Voice,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Performance,Reassign Retail Support Service Service Cloud Voice,User has Service access and Retail Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reassign and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Security
SF-SE-03207,Service,Service Cloud Voice,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Create Retail Support Service Service Cloud Voice,User has Service access and Retail Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Create and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Integration
SF-SE-03208,Service,Service Cloud Voice,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Search Retail Support Service Service Cloud Voice,User has Service access and Retail Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Search and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Regression
SF-SE-03209,Service,Service Cloud Voice,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Reject Retail Support Service Service Cloud Voice,User has Service access and Retail Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,UI
SF-SE-03210,Service,Service Cloud Voice,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Sync Retail Support Service Service Cloud Voice,User has Service access and Retail Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Sync and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Security
SF-SE-03211,Service,Service Cloud Voice,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Close Healthcare Support Service Service Cloud Voice,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Close and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Accessibility
SF-SE-03212,Service,Service Cloud Voice,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Archive Healthcare Support Service Service Cloud Voice,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Archive and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Performance
SF-SE-03213,Service,Service Cloud Voice,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Sync Healthcare Support Service Service Cloud Voice,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Sync and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Functional
SF-SE-03214,Service,Service Cloud Voice,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Clone Healthcare Support Service Service Cloud Voice,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Clone and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,UI
SF-SE-03215,Service,Service Cloud Voice,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Search Healthcare Support Service Service Cloud Voice,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Search and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Performance
SF-SE-03216,Service,Service Cloud Voice,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Create Healthcare Support Service Service Cloud Voice,User has Service access and Healthcare Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Create and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Security
SF-SE-03217,Service,Service Cloud Voice,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Archive Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Archive and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Performance
SF-SE-03218,Service,Service Cloud Voice,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Functional,Sync Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,UI
SF-SE-03219,Service,Service Cloud Voice,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Archive Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Archive and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,UI
SF-SE-03220,Service,Service Cloud Voice,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Sync Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Sync and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Functional
SF-SE-03221,Service,Service Cloud Voice,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Accessibility,Edit Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Edit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-03222,Service,Service Cloud Voice,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Clone Financial Support Service Service Cloud Voice,User has Service access and Financial Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,UI
SF-SE-03223,Service,Service Cloud Voice,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Approve Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Approve and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Integration
SF-SE-03224,Service,Service Cloud Voice,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Security,Create Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Create and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Functional
SF-SE-03225,Service,Service Cloud Voice,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Update Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Update and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Security
SF-SE-03226,Service,Service Cloud Voice,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Bulk Edit Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Bulk Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Functional
SF-SE-03227,Service,Service Cloud Voice,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Submit Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Submit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Mobile
SF-SE-03228,Service,Service Cloud Voice,Manufacturing Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Reassign Manufacturing Support Service Service Cloud Voice,User has Service access and Manufacturing Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reassign and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Mobile
SF-SE-03229,Service,Service Cloud Voice,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Validate Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Validate and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Accessibility
SF-SE-03230,Service,Service Cloud Voice,Telecom Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Integration,Submit Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Submit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Security
SF-SE-03231,Service,Service Cloud Voice,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Bulk Edit Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Bulk Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Functional
SF-SE-03232,Service,Service Cloud Voice,Telecom Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Regression,Export Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Export and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Performance
SF-SE-03233,Service,Service Cloud Voice,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Reject Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Reject and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Functional
SF-SE-03234,Service,Service Cloud Voice,Telecom Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Create Telecom Support Service Service Cloud Voice,User has Service access and Telecom Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Create and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,UI
SF-SE-03235,Service,Service Cloud Voice,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Approve B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Approve and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Security
SF-SE-03236,Service,Service Cloud Voice,B2B Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Sync B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Accessibility
SF-SE-03237,Service,Service Cloud Voice,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,UI,Close B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Close and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,UI
SF-SE-03238,Service,Service Cloud Voice,B2B Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Performance,Sync B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Sync and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Integration
SF-SE-03239,Service,Service Cloud Voice,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Regression,Approve B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Approve and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Accessibility
SF-SE-03240,Service,Service Cloud Voice,B2B Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Functional,Clone B2B Support Service Service Cloud Voice,User has Service access and B2B Support data is configured,"1. Navigate to Service Cloud Voice.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Mobile
SF-SE-03241,Service,Case,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Clone Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Performance
SF-SE-03242,Service,Case,Retail Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Validate Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Validate and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,Integration
SF-SE-03243,Service,Case,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Export Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Export and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Accessibility
SF-SE-03244,Service,Case,Retail Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Accessibility,Delete Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Delete and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Security
SF-SE-03245,Service,Case,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Restore Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Restore and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Regression
SF-SE-03246,Service,Case,Retail Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Bulk Edit Retail Support Service Case,User has Service access and Retail Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Bulk Edit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Performance
SF-SE-03247,Service,Case,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,View Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform View and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Medium,UI
SF-SE-03248,Service,Case,Healthcare Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Reject Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Reject and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Performance
SF-SE-03249,Service,Case,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Restore Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Restore and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Integration
SF-SE-03250,Service,Case,Healthcare Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Functional,Edit Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Regression
SF-SE-03251,Service,Case,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Security,Export Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Export and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Integration
SF-SE-03252,Service,Case,Healthcare Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Integration,Bulk Edit Healthcare Support Service Case,User has Service access and Healthcare Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Bulk Edit and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Low,Functional
SF-SE-03253,Service,Case,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Accessibility,Bulk Edit Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Bulk Edit and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,Low,Accessibility
SF-SE-03254,Service,Case,Financial Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Mobile,Sync Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Accessibility
SF-SE-03255,Service,Case,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Security,Delete Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Delete and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Medium,Regression
SF-SE-03256,Service,Case,Financial Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Integration,Restore Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Restore and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Mobile
SF-SE-03257,Service,Case,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,UI,Clone Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Clone and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,Medium,Performance
SF-SE-03258,Service,Case,Financial Support,Email-to-Case -> Agent Console -> Knowledge -> Resolution,Performance,Approve Financial Support Service Case,User has Service access and Financial Support data is configured,"1. Navigate to Case.
2. Execute: Email-to-Case -> Agent Console -> Knowledge -> Resolution.
3. Perform Approve and verify results.",Email-to-Case -> Agent Console -> Knowledge -> Resolution completes successfully with audit trail and validation,High,Integration
SF-SE-03259,Service,Case,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,UI,Clone Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Clone and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Accessibility
SF-SE-03260,Service,Case,Manufacturing Support,Case Create -> Route -> Knowledge -> Resolve -> Close,Regression,Sync Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Case Create -> Route -> Knowledge -> Resolve -> Close.
3. Perform Sync and verify results.",Case Create -> Route -> Knowledge -> Resolve -> Close completes successfully with audit trail and validation,High,Security
SF-SE-03261,Service,Case,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Accessibility,Submit Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Submit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,High,Security
SF-SE-03262,Service,Case,Manufacturing Support,Chat -> Omni-Channel -> Case -> Escalation -> Closure,Mobile,Edit Manufacturing Support Service Case,User has Service access and Manufacturing Support data is configured,"1. Navigate to Case.
2. Execute: Chat -> Omni-Channel -> Case -> Escalation -> Closure.
3. Perform Edit and verify results.",Chat -> Omni-Channel -> Case -> Escalation -> Closure completes successfully with audit trail and validation,Low,Mobile
