Test Case ID,Cloud,Module,Domain,Test Type,Variant,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-02185,Financial Services,Actionable Relationship Center,Private Banking,Mobile,A,Archive Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-02186,Financial Services,Actionable Relationship Center,Private Banking,Mobile,A,Submit Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Submit action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Submit Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Mobile
SF-FSC-02187,Financial Services,Actionable Relationship Center,Private Banking,Mobile,A,Search Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Search action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-02188,Financial Services,Actionable Relationship Center,Private Banking,Accessibility,A,Edit Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Edit action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-02189,Financial Services,Actionable Relationship Center,Private Banking,Accessibility,A,Clone Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Clone action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-02190,Financial Services,Actionable Relationship Center,Private Banking,Accessibility,A,Archive Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-02191,Financial Services,Actionable Relationship Center,Private Banking,API,A,KYC Verify Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform KYC Verify action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-02192,Financial Services,Actionable Relationship Center,Private Banking,API,A,Delete Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Delete action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-02193,Financial Services,Actionable Relationship Center,Private Banking,API,A,View Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform View action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",View Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-02194,Financial Services,Actionable Relationship Center,Private Banking,KYC/AML,A,Create Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Create action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,KYC/AML
SF-FSC-02195,Financial Services,Actionable Relationship Center,Private Banking,KYC/AML,A,Share Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Share action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,KYC/AML
SF-FSC-02196,Financial Services,Actionable Relationship Center,Private Banking,KYC/AML,A,AML Flag Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform AML Flag action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-02197,Financial Services,Actionable Relationship Center,Private Banking,Regulatory Audit,A,Archive Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-02198,Financial Services,Actionable Relationship Center,Private Banking,Regulatory Audit,A,Share Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Share action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-02199,Financial Services,Actionable Relationship Center,Private Banking,Regulatory Audit,A,Delete Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Delete action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Regulatory Audit
SF-FSC-02200,Financial Services,Actionable Relationship Center,Private Banking,Rollup Validation,A,Update Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Update action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Rollup Validation
SF-FSC-02201,Financial Services,Actionable Relationship Center,Private Banking,Rollup Validation,A,Reassign Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Reassign action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-02202,Financial Services,Actionable Relationship Center,Private Banking,Rollup Validation,A,Search Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Search action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-02203,Financial Services,Actionable Relationship Center,Private Banking,Relationship Mapping,A,Search Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Search action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Relationship Mapping
SF-FSC-02204,Financial Services,Actionable Relationship Center,Private Banking,Relationship Mapping,A,KYC Verify Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform KYC Verify action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-02205,Financial Services,Actionable Relationship Center,Private Banking,Relationship Mapping,A,Edit Private Banking Financial Services Actionable Relationship Center,User has FSC access and Private Banking data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Edit action on Private Banking record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Private Banking Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Relationship Mapping
SF-FSC-02206,Financial Services,Actionable Relationship Center,Compliance,Functional,A,Archive Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-02207,Financial Services,Actionable Relationship Center,Compliance,Functional,A,Approve Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Approve action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Functional
SF-FSC-02208,Financial Services,Actionable Relationship Center,Compliance,Functional,A,Restore Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Restore action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Functional
SF-FSC-02209,Financial Services,Actionable Relationship Center,Compliance,Regression,A,View Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform View action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",View Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-02210,Financial Services,Actionable Relationship Center,Compliance,Regression,A,Sync Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Sync action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-02211,Financial Services,Actionable Relationship Center,Compliance,Regression,A,Onboard Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Onboard action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regression
SF-FSC-02212,Financial Services,Actionable Relationship Center,Compliance,UI,A,Reassign Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Reassign action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-02213,Financial Services,Actionable Relationship Center,Compliance,UI,A,Edit Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Edit action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,UI
SF-FSC-02214,Financial Services,Actionable Relationship Center,Compliance,UI,A,AML Flag Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform AML Flag action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,UI
SF-FSC-02215,Financial Services,Actionable Relationship Center,Compliance,Integration,A,Export Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Export action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-02216,Financial Services,Actionable Relationship Center,Compliance,Integration,A,Approve Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Approve action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-02217,Financial Services,Actionable Relationship Center,Compliance,Integration,A,KYC Verify Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform KYC Verify action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",KYC Verify Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Integration
SF-FSC-02218,Financial Services,Actionable Relationship Center,Compliance,Security,A,Close Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Close action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-02219,Financial Services,Actionable Relationship Center,Compliance,Security,A,Edit Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Edit action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Security
SF-FSC-02220,Financial Services,Actionable Relationship Center,Compliance,Security,A,Approve Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Approve action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Security
SF-FSC-02221,Financial Services,Actionable Relationship Center,Compliance,Compliance,A,Close Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Close action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Close Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Compliance
SF-FSC-02222,Financial Services,Actionable Relationship Center,Compliance,Compliance,A,Delete Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Delete action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Compliance
SF-FSC-02223,Financial Services,Actionable Relationship Center,Compliance,Compliance,A,Reassign Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Reassign action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reassign Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Compliance
SF-FSC-02224,Financial Services,Actionable Relationship Center,Compliance,Performance,A,Approve Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Approve action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-02225,Financial Services,Actionable Relationship Center,Compliance,Performance,A,Edit Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Edit action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Edit Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Performance
SF-FSC-02226,Financial Services,Actionable Relationship Center,Compliance,Performance,A,Update Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Update action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Update Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Performance
SF-FSC-02227,Financial Services,Actionable Relationship Center,Compliance,Data Migration,A,Export Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Export action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-02228,Financial Services,Actionable Relationship Center,Compliance,Data Migration,A,Search Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Search action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Data Migration
SF-FSC-02229,Financial Services,Actionable Relationship Center,Compliance,Data Migration,A,Sync Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Sync action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Sync Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Data Migration
SF-FSC-02230,Financial Services,Actionable Relationship Center,Compliance,Mobile,A,Approve Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Approve action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Approve Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-02231,Financial Services,Actionable Relationship Center,Compliance,Mobile,A,Share Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Share action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Mobile
SF-FSC-02232,Financial Services,Actionable Relationship Center,Compliance,Mobile,A,Archive Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Mobile
SF-FSC-02233,Financial Services,Actionable Relationship Center,Compliance,Accessibility,A,Delete Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Delete action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Delete Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-02234,Financial Services,Actionable Relationship Center,Compliance,Accessibility,A,Restore Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Restore action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Restore Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-02235,Financial Services,Actionable Relationship Center,Compliance,Accessibility,A,Archive Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Archive action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Archive Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Accessibility
SF-FSC-02236,Financial Services,Actionable Relationship Center,Compliance,API,A,Bulk Edit Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Bulk Edit action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Bulk Edit Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-02237,Financial Services,Actionable Relationship Center,Compliance,API,A,View Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform View action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",View Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,API
SF-FSC-02238,Financial Services,Actionable Relationship Center,Compliance,API,A,Export Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Export action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Export Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,API
SF-FSC-02239,Financial Services,Actionable Relationship Center,Compliance,KYC/AML,A,Share Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Share action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-02240,Financial Services,Actionable Relationship Center,Compliance,KYC/AML,A,AML Flag Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform AML Flag action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,KYC/AML
SF-FSC-02241,Financial Services,Actionable Relationship Center,Compliance,KYC/AML,A,Create Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Create action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Create Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,KYC/AML
SF-FSC-02242,Financial Services,Actionable Relationship Center,Compliance,Regulatory Audit,A,Clone Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Clone action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Clone Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-02243,Financial Services,Actionable Relationship Center,Compliance,Regulatory Audit,A,Onboard Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Onboard action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Onboard Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Regulatory Audit
SF-FSC-02244,Financial Services,Actionable Relationship Center,Compliance,Regulatory Audit,A,AML Flag Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform AML Flag action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",AML Flag Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Regulatory Audit
SF-FSC-02245,Financial Services,Actionable Relationship Center,Compliance,Rollup Validation,A,Share Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Share action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Share Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Low,Rollup Validation
SF-FSC-02246,Financial Services,Actionable Relationship Center,Compliance,Rollup Validation,A,Search Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Search action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Search Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Rollup Validation
SF-FSC-02247,Financial Services,Actionable Relationship Center,Compliance,Rollup Validation,A,View Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform View action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",View Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,Medium,Rollup Validation
SF-FSC-02248,Financial Services,Actionable Relationship Center,Compliance,Relationship Mapping,A,Reject Compliance Financial Services Actionable Relationship Center,User has FSC access and Compliance data is configured (core banking/wealth systems mapped),"1. Navigate to Actionable Relationship Center in Financial Services Cloud.\n2. Perform Reject action on Compliance record.\n3. Save and verify relationship mapping, rollups, compliance.",Reject Compliance Financial Services Actionable Relationship Center completes with correct household/rollup data and compliance audit trail,High,Relationship Mapping
