Test Case ID,Platform,Suite,Module,Domain,E2E Flow,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type,Sample Data
VV-CLI-00982,Veeva,Clinical,eTMF,CRO,Create -> Submit -> Approve -> Release -> Monitor,Integration,Search CRO Veeva eTMF,User has Veeva access and CRO data is available,"1. Open eTMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00983,Veeva,Clinical,eTMF,CRO,Author -> Review -> Sign -> Distribute -> Track,Functional,Clone CRO Veeva eTMF,User has Veeva access and CRO data is available,"1. Open eTMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00984,Veeva,Clinical,eTMF,CRO,Plan -> Execute -> Verify -> Close -> Audit,Regression,Create CRO Veeva eTMF,User has Veeva access and CRO data is available,"1. Open eTMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00985,Veeva,Clinical,eTMF,CRO,Content -> Approval -> HCP Delivery -> Analytics,UI,Create CRO Veeva eTMF,User has Veeva access and CRO data is available,"1. Open eTMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00986,Veeva,Clinical,eTMF,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,Workflow,Update Manufacturing Veeva eTMF,User has Veeva access and Manufacturing data is available,"1. Open eTMF.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00987,Veeva,Clinical,eTMF,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Approve Manufacturing Veeva eTMF,User has Veeva access and Manufacturing data is available,"1. Open eTMF.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00988,Veeva,Clinical,eTMF,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Integration,Restore Manufacturing Veeva eTMF,User has Veeva access and Manufacturing data is available,"1. Open eTMF.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00989,Veeva,Clinical,eTMF,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,UI,Update Manufacturing Veeva eTMF,User has Veeva access and Manufacturing data is available,"1. Open eTMF.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00990,Veeva,Clinical,eTMF,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,UI,Search Manufacturing Veeva eTMF,User has Veeva access and Manufacturing data is available,"1. Open eTMF.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00991,Veeva,Clinical,Enrollment,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Functional,Update Pharma Veeva Enrollment,User has Veeva access and Pharma data is available,"1. Open Enrollment.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00992,Veeva,Clinical,Enrollment,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Functional,Edit Pharma Veeva Enrollment,User has Veeva access and Pharma data is available,"1. Open Enrollment.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00993,Veeva,Clinical,Enrollment,Pharma,Author -> Review -> Sign -> Distribute -> Track,Regression,Archive Pharma Veeva Enrollment,User has Veeva access and Pharma data is available,"1. Open Enrollment.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00994,Veeva,Clinical,Enrollment,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Workflow,Edit Pharma Veeva Enrollment,User has Veeva access and Pharma data is available,"1. Open Enrollment.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00995,Veeva,Clinical,Enrollment,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Performance,Update Pharma Veeva Enrollment,User has Veeva access and Pharma data is available,"1. Open Enrollment.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00996,Veeva,Clinical,Enrollment,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Reject Biotech Veeva Enrollment,User has Veeva access and Biotech data is available,"1. Open Enrollment.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00997,Veeva,Clinical,Enrollment,Biotech,Create -> Submit -> Approve -> Release -> Monitor,UI,Edit Biotech Veeva Enrollment,User has Veeva access and Biotech data is available,"1. Open Enrollment.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00998,Veeva,Clinical,Enrollment,Biotech,Author -> Review -> Sign -> Distribute -> Track,Security,Update Biotech Veeva Enrollment,User has Veeva access and Biotech data is available,"1. Open Enrollment.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-00999,Veeva,Clinical,Enrollment,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Functional,Search Biotech Veeva Enrollment,User has Veeva access and Biotech data is available,"1. Open Enrollment.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01000,Veeva,Clinical,Enrollment,Biotech,Content -> Approval -> HCP Delivery -> Analytics,UI,Submit Biotech Veeva Enrollment,User has Veeva access and Biotech data is available,"1. Open Enrollment.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01001,Veeva,Clinical,Enrollment,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,UI,Archive Medical Devices Veeva Enrollment,User has Veeva access and Medical Devices data is available,"1. Open Enrollment.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01002,Veeva,Clinical,Enrollment,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Workflow,Reject Medical Devices Veeva Enrollment,User has Veeva access and Medical Devices data is available,"1. Open Enrollment.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01003,Veeva,Clinical,Enrollment,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,UI,Validate Medical Devices Veeva Enrollment,User has Veeva access and Medical Devices data is available,"1. Open Enrollment.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01004,Veeva,Clinical,Enrollment,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Functional,Reject Medical Devices Veeva Enrollment,User has Veeva access and Medical Devices data is available,"1. Open Enrollment.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01005,Veeva,Clinical,Enrollment,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Security,Approve Medical Devices Veeva Enrollment,User has Veeva access and Medical Devices data is available,"1. Open Enrollment.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01006,Veeva,Clinical,Enrollment,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Data Migration,Update Consumer Health Veeva Enrollment,User has Veeva access and Consumer Health data is available,"1. Open Enrollment.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01007,Veeva,Clinical,Enrollment,Consumer Health,Create -> Submit -> Approve -> Release -> Monitor,UI,Archive Consumer Health Veeva Enrollment,User has Veeva access and Consumer Health data is available,"1. Open Enrollment.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01008,Veeva,Clinical,Enrollment,Consumer Health,Author -> Review -> Sign -> Distribute -> Track,UI,Restore Consumer Health Veeva Enrollment,User has Veeva access and Consumer Health data is available,"1. Open Enrollment.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01009,Veeva,Clinical,Enrollment,Consumer Health,Plan -> Execute -> Verify -> Close -> Audit,Security,Delete Consumer Health Veeva Enrollment,User has Veeva access and Consumer Health data is available,"1. Open Enrollment.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01010,Veeva,Clinical,Enrollment,Consumer Health,Content -> Approval -> HCP Delivery -> Analytics,Integration,Restore Consumer Health Veeva Enrollment,User has Veeva access and Consumer Health data is available,"1. Open Enrollment.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01011,Veeva,Clinical,Enrollment,CRO,Setup -> Review -> Approve -> Publish -> Archive,Integration,Archive CRO Veeva Enrollment,User has Veeva access and CRO data is available,"1. Open Enrollment.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,Performance,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01012,Veeva,Clinical,Enrollment,CRO,Create -> Submit -> Approve -> Release -> Monitor,Workflow,Escalate CRO Veeva Enrollment,User has Veeva access and CRO data is available,"1. Open Enrollment.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Low,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01013,Veeva,Clinical,Enrollment,CRO,Author -> Review -> Sign -> Distribute -> Track,Accessibility,Create CRO Veeva Enrollment,User has Veeva access and CRO data is available,"1. Open Enrollment.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01014,Veeva,Clinical,Enrollment,CRO,Plan -> Execute -> Verify -> Close -> Audit,Accessibility,Submit CRO Veeva Enrollment,User has Veeva access and CRO data is available,"1. Open Enrollment.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01015,Veeva,Clinical,Enrollment,CRO,Content -> Approval -> HCP Delivery -> Analytics,Functional,Create CRO Veeva Enrollment,User has Veeva access and CRO data is available,"1. Open Enrollment.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01016,Veeva,Clinical,Enrollment,Manufacturing,Setup -> Review -> Approve -> Publish -> Archive,UI,Archive Manufacturing Veeva Enrollment,User has Veeva access and Manufacturing data is available,"1. Open Enrollment.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,High,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01017,Veeva,Clinical,Enrollment,Manufacturing,Create -> Submit -> Approve -> Release -> Monitor,UI,Create Manufacturing Veeva Enrollment,User has Veeva access and Manufacturing data is available,"1. Open Enrollment.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01018,Veeva,Clinical,Enrollment,Manufacturing,Author -> Review -> Sign -> Distribute -> Track,Workflow,Clone Manufacturing Veeva Enrollment,User has Veeva access and Manufacturing data is available,"1. Open Enrollment.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01019,Veeva,Clinical,Enrollment,Manufacturing,Plan -> Execute -> Verify -> Close -> Audit,UI,Archive Manufacturing Veeva Enrollment,User has Veeva access and Manufacturing data is available,"1. Open Enrollment.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01020,Veeva,Clinical,Enrollment,Manufacturing,Content -> Approval -> HCP Delivery -> Analytics,Security,Approve Manufacturing Veeva Enrollment,User has Veeva access and Manufacturing data is available,"1. Open Enrollment.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01021,Veeva,Clinical,Monitoring,Pharma,Setup -> Review -> Approve -> Publish -> Archive,Functional,Search Pharma Veeva Monitoring,User has Veeva access and Pharma data is available,"1. Open Monitoring.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01022,Veeva,Clinical,Monitoring,Pharma,Create -> Submit -> Approve -> Release -> Monitor,Security,Delete Pharma Veeva Monitoring,User has Veeva access and Pharma data is available,"1. Open Monitoring.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,Medium,Security,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01023,Veeva,Clinical,Monitoring,Pharma,Author -> Review -> Sign -> Distribute -> Track,Integration,Validate Pharma Veeva Monitoring,User has Veeva access and Pharma data is available,"1. Open Monitoring.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Workflow,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01024,Veeva,Clinical,Monitoring,Pharma,Plan -> Execute -> Verify -> Close -> Audit,Regression,Approve Pharma Veeva Monitoring,User has Veeva access and Pharma data is available,"1. Open Monitoring.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01025,Veeva,Clinical,Monitoring,Pharma,Content -> Approval -> HCP Delivery -> Analytics,Accessibility,Reject Pharma Veeva Monitoring,User has Veeva access and Pharma data is available,"1. Open Monitoring.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,High,Integration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01026,Veeva,Clinical,Monitoring,Biotech,Setup -> Review -> Approve -> Publish -> Archive,Performance,Escalate Biotech Veeva Monitoring,User has Veeva access and Biotech data is available,"1. Open Monitoring.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01027,Veeva,Clinical,Monitoring,Biotech,Create -> Submit -> Approve -> Release -> Monitor,Accessibility,Create Biotech Veeva Monitoring,User has Veeva access and Biotech data is available,"1. Open Monitoring.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01028,Veeva,Clinical,Monitoring,Biotech,Author -> Review -> Sign -> Distribute -> Track,Integration,Clone Biotech Veeva Monitoring,User has Veeva access and Biotech data is available,"1. Open Monitoring.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Regression,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01029,Veeva,Clinical,Monitoring,Biotech,Plan -> Execute -> Verify -> Close -> Audit,Functional,Restore Biotech Veeva Monitoring,User has Veeva access and Biotech data is available,"1. Open Monitoring.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01030,Veeva,Clinical,Monitoring,Biotech,Content -> Approval -> HCP Delivery -> Analytics,Security,Route Biotech Veeva Monitoring,User has Veeva access and Biotech data is available,"1. Open Monitoring.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01031,Veeva,Clinical,Monitoring,Medical Devices,Setup -> Review -> Approve -> Publish -> Archive,Accessibility,Reject Medical Devices Veeva Monitoring,User has Veeva access and Medical Devices data is available,"1. Open Monitoring.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Medium,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01032,Veeva,Clinical,Monitoring,Medical Devices,Create -> Submit -> Approve -> Release -> Monitor,Data Migration,Approve Medical Devices Veeva Monitoring,User has Veeva access and Medical Devices data is available,"1. Open Monitoring.
2. Execute: Create -> Submit -> Approve -> Release -> Monitor.
3. Verify compliance, audit trail, and downstream status.",Create -> Submit -> Approve -> Release -> Monitor completes successfully with compliance and audit evidence,High,Accessibility,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01033,Veeva,Clinical,Monitoring,Medical Devices,Author -> Review -> Sign -> Distribute -> Track,Workflow,Escalate Medical Devices Veeva Monitoring,User has Veeva access and Medical Devices data is available,"1. Open Monitoring.
2. Execute: Author -> Review -> Sign -> Distribute -> Track.
3. Verify compliance, audit trail, and downstream status.",Author -> Review -> Sign -> Distribute -> Track completes successfully with compliance and audit evidence,Medium,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01034,Veeva,Clinical,Monitoring,Medical Devices,Plan -> Execute -> Verify -> Close -> Audit,Functional,Create Medical Devices Veeva Monitoring,User has Veeva access and Medical Devices data is available,"1. Open Monitoring.
2. Execute: Plan -> Execute -> Verify -> Close -> Audit.
3. Verify compliance, audit trail, and downstream status.",Plan -> Execute -> Verify -> Close -> Audit completes successfully with compliance and audit evidence,High,Data Migration,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01035,Veeva,Clinical,Monitoring,Medical Devices,Content -> Approval -> HCP Delivery -> Analytics,Security,Submit Medical Devices Veeva Monitoring,User has Veeva access and Medical Devices data is available,"1. Open Monitoring.
2. Execute: Content -> Approval -> HCP Delivery -> Analytics.
3. Verify compliance, audit trail, and downstream status.",Content -> Approval -> HCP Delivery -> Analytics completes successfully with compliance and audit evidence,Low,Functional,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
VV-CLI-01036,Veeva,Clinical,Monitoring,Consumer Health,Setup -> Review -> Approve -> Publish -> Archive,Functional,Archive Consumer Health Veeva Monitoring,User has Veeva access and Consumer Health data is available,"1. Open Monitoring.
2. Execute: Setup -> Review -> Approve -> Publish -> Archive.
3. Verify compliance, audit trail, and downstream status.",Setup -> Review -> Approve -> Publish -> Archive completes successfully with compliance and audit evidence,Low,UI,"{""object"": ""Document"", ""status"": ""Draft"", ""owner"": ""QA Team"", ""region"": ""US""}"
