Test Case ID,Cloud,Module,Domain,Test Type,Test Scenario,Preconditions,Steps,Expected Result,Priority,Type
SF-FSC-10266,Financial Services,Insurance Policy,Wealth Management,Regulatory Audit,Create Wealth Management Financial Services Insurance Policy Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Create action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Insurance Policy B‑variant Create execution respects household relationships, rollups, and regulatory controls",Low,Regulatory Audit
SF-FSC-10267,Financial Services,Insurance Policy,Investment Banking,UI,Sync Investment Banking Financial Services Insurance Policy Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Sync action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Insurance Policy B‑variant Sync execution respects household relationships, rollups, and regulatory controls",High,UI
SF-FSC-10268,Financial Services,Insurance Policy,Investment Banking,API,Archive Investment Banking Financial Services Insurance Policy Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Archive action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Insurance Policy B‑variant Archive execution respects household relationships, rollups, and regulatory controls",Low,API
SF-FSC-10269,Financial Services,Insurance Policy,Insurance,Relationship Mapping,Submit Insurance Financial Services Insurance Policy Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Submit action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Insurance Policy B‑variant Submit execution respects household relationships, rollups, and regulatory controls",Medium,Relationship Mapping
SF-FSC-10270,Financial Services,Insurance Policy,Insurance,Regulatory Audit,Sync Insurance Financial Services Insurance Policy Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Sync action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Insurance Policy B‑variant Sync execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10271,Financial Services,Insurance Policy,Mortgage,Functional,Submit Mortgage Financial Services Insurance Policy Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Submit action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Insurance Policy B‑variant Submit execution respects household relationships, rollups, and regulatory controls",High,Functional
SF-FSC-10272,Financial Services,Insurance Policy,Mortgage,Regulatory Audit,Update Mortgage Financial Services Insurance Policy Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Update action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Insurance Policy B‑variant Update execution respects household relationships, rollups, and regulatory controls",High,Regulatory Audit
SF-FSC-10273,Financial Services,Insurance Policy,Credit Card,Relationship Mapping,Create Credit Card Financial Services Insurance Policy Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Create action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Insurance Policy B‑variant Create execution respects household relationships, rollups, and regulatory controls",Medium,Relationship Mapping
SF-FSC-10274,Financial Services,Insurance Policy,Credit Card,Data Migration,Edit Credit Card Financial Services Insurance Policy Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Edit action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Insurance Policy B‑variant Edit execution respects household relationships, rollups, and regulatory controls",High,Data Migration
SF-FSC-10275,Financial Services,Insurance Policy,Asset Management,Regulatory Audit,Validate Asset Management Financial Services Insurance Policy Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Validate action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Insurance Policy B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10276,Financial Services,Insurance Policy,Asset Management,Relationship Mapping,Restore Asset Management Financial Services Insurance Policy Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Restore action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Insurance Policy B‑variant Restore execution respects household relationships, rollups, and regulatory controls",Low,Relationship Mapping
SF-FSC-10277,Financial Services,Insurance Policy,Brokerage,Performance,Search Brokerage Financial Services Insurance Policy Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Search action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Insurance Policy B‑variant Search execution respects household relationships, rollups, and regulatory controls",High,Performance
SF-FSC-10278,Financial Services,Insurance Policy,Brokerage,Accessibility,Create Brokerage Financial Services Insurance Policy Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Create action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Insurance Policy B‑variant Create execution respects household relationships, rollups, and regulatory controls",Low,Accessibility
SF-FSC-10279,Financial Services,Insurance Policy,Private Banking,Functional,Search Private Banking Financial Services Insurance Policy Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Search action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Insurance Policy B‑variant Search execution respects household relationships, rollups, and regulatory controls",Medium,Functional
SF-FSC-10280,Financial Services,Insurance Policy,Private Banking,UI,Archive Private Banking Financial Services Insurance Policy Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Archive action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Insurance Policy B‑variant Archive execution respects household relationships, rollups, and regulatory controls",Low,UI
SF-FSC-10281,Financial Services,Insurance Policy,Compliance,Compliance,Sync Compliance Financial Services Insurance Policy Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Sync action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Insurance Policy B‑variant Sync execution respects household relationships, rollups, and regulatory controls",Medium,Compliance
SF-FSC-10282,Financial Services,Insurance Policy,Compliance,Compliance,Clone Compliance Financial Services Insurance Policy Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Clone action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Insurance Policy B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Medium,Compliance
SF-FSC-10283,Financial Services,Insurance Policy,AML/KYC,KYC/AML,Submit AML/KYC Financial Services Insurance Policy Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Submit action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Insurance Policy B‑variant Submit execution respects household relationships, rollups, and regulatory controls",High,KYC/AML
SF-FSC-10284,Financial Services,Insurance Policy,AML/KYC,Performance,Edit AML/KYC Financial Services Insurance Policy Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Edit action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Insurance Policy B‑variant Edit execution respects household relationships, rollups, and regulatory controls",High,Performance
SF-FSC-10285,Financial Services,Insurance Policy,Regulatory Reporting,UI,Archive Regulatory Reporting Financial Services Insurance Policy Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Archive action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Insurance Policy B‑variant Archive execution respects household relationships, rollups, and regulatory controls",High,UI
SF-FSC-10286,Financial Services,Insurance Policy,Regulatory Reporting,Relationship Mapping,Bulk Edit Regulatory Reporting Financial Services Insurance Policy Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Insurance Policy in Financial Services Cloud.\n2. Use Bulk Edit action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Insurance Policy B‑variant Bulk Edit execution respects household relationships, rollups, and regulatory controls",High,Relationship Mapping
SF-FSC-10287,Financial Services,Claims Processing,Retail Banking,UI,Sync Retail Banking Financial Services Claims Processing Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Sync action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Claims Processing B‑variant Sync execution respects household relationships, rollups, and regulatory controls",Low,UI
SF-FSC-10288,Financial Services,Claims Processing,Retail Banking,Regression,Route Retail Banking Financial Services Claims Processing Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Route action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Claims Processing B‑variant Route execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10289,Financial Services,Claims Processing,Commercial Banking,Performance,Export Commercial Banking Financial Services Claims Processing Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Export action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Claims Processing B‑variant Export execution respects household relationships, rollups, and regulatory controls",High,Performance
SF-FSC-10290,Financial Services,Claims Processing,Commercial Banking,Regression,Bulk Edit Commercial Banking Financial Services Claims Processing Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Bulk Edit action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Claims Processing B‑variant Bulk Edit execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10291,Financial Services,Claims Processing,Wealth Management,Mobile,Delete Wealth Management Financial Services Claims Processing Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Delete action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Claims Processing B‑variant Delete execution respects household relationships, rollups, and regulatory controls",Low,Mobile
SF-FSC-10292,Financial Services,Claims Processing,Wealth Management,Security,Search Wealth Management Financial Services Claims Processing Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Search action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Claims Processing B‑variant Search execution respects household relationships, rollups, and regulatory controls",High,Security
SF-FSC-10293,Financial Services,Claims Processing,Investment Banking,Compliance,Validate Investment Banking Financial Services Claims Processing Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Validate action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Claims Processing B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10294,Financial Services,Claims Processing,Investment Banking,Security,Search Investment Banking Financial Services Claims Processing Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Search action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Claims Processing B‑variant Search execution respects household relationships, rollups, and regulatory controls",High,Security
SF-FSC-10295,Financial Services,Claims Processing,Insurance,Accessibility,Approve Insurance Financial Services Claims Processing Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Approve action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Claims Processing B‑variant Approve execution respects household relationships, rollups, and regulatory controls",Medium,Accessibility
SF-FSC-10296,Financial Services,Claims Processing,Insurance,KYC/AML,Reject Insurance Financial Services Claims Processing Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Reject action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Claims Processing B‑variant Reject execution respects household relationships, rollups, and regulatory controls",Low,KYC/AML
SF-FSC-10297,Financial Services,Claims Processing,Mortgage,UI,Create Mortgage Financial Services Claims Processing Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Create action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Claims Processing B‑variant Create execution respects household relationships, rollups, and regulatory controls",Medium,UI
SF-FSC-10298,Financial Services,Claims Processing,Mortgage,UI,AML Flag Mortgage Financial Services Claims Processing Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use AML Flag action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Claims Processing B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Low,UI
SF-FSC-10299,Financial Services,Claims Processing,Credit Card,Regulatory Audit,AML Flag Credit Card Financial Services Claims Processing Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use AML Flag action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Claims Processing B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10300,Financial Services,Claims Processing,Credit Card,Compliance,Archive Credit Card Financial Services Claims Processing Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Archive action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Claims Processing B‑variant Archive execution respects household relationships, rollups, and regulatory controls",Medium,Compliance
SF-FSC-10301,Financial Services,Claims Processing,Asset Management,Regression,Reassign Asset Management Financial Services Claims Processing Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Reassign action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Claims Processing B‑variant Reassign execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10302,Financial Services,Claims Processing,Asset Management,Integration,Restore Asset Management Financial Services Claims Processing Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Restore action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Claims Processing B‑variant Restore execution respects household relationships, rollups, and regulatory controls",High,Integration
SF-FSC-10303,Financial Services,Claims Processing,Brokerage,Performance,Clone Brokerage Financial Services Claims Processing Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Clone action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Claims Processing B‑variant Clone execution respects household relationships, rollups, and regulatory controls",High,Performance
SF-FSC-10304,Financial Services,Claims Processing,Brokerage,Compliance,Share Brokerage Financial Services Claims Processing Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Share action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Claims Processing B‑variant Share execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10305,Financial Services,Claims Processing,Private Banking,Mobile,Restore Private Banking Financial Services Claims Processing Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Restore action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Claims Processing B‑variant Restore execution respects household relationships, rollups, and regulatory controls",Medium,Mobile
SF-FSC-10306,Financial Services,Claims Processing,Private Banking,Compliance,AML Flag Private Banking Financial Services Claims Processing Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use AML Flag action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Claims Processing B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10307,Financial Services,Claims Processing,Compliance,API,Bulk Edit Compliance Financial Services Claims Processing Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Bulk Edit action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Claims Processing B‑variant Bulk Edit execution respects household relationships, rollups, and regulatory controls",Low,API
SF-FSC-10308,Financial Services,Claims Processing,Compliance,Accessibility,Route Compliance Financial Services Claims Processing Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Route action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Claims Processing B‑variant Route execution respects household relationships, rollups, and regulatory controls",Low,Accessibility
SF-FSC-10309,Financial Services,Claims Processing,AML/KYC,Rollup Validation,Route AML/KYC Financial Services Claims Processing Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Route action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Claims Processing B‑variant Route execution respects household relationships, rollups, and regulatory controls",Medium,Rollup Validation
SF-FSC-10310,Financial Services,Claims Processing,AML/KYC,Functional,Clone AML/KYC Financial Services Claims Processing Variant B,User has FSC access and AML/KYC data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Clone action on a AML/KYC record.\n3. Confirm data and compliance rules.,"AML/KYC Claims Processing B‑variant Clone execution respects household relationships, rollups, and regulatory controls",Low,Functional
SF-FSC-10311,Financial Services,Claims Processing,Regulatory Reporting,Relationship Mapping,Submit Regulatory Reporting Financial Services Claims Processing Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Submit action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Claims Processing B‑variant Submit execution respects household relationships, rollups, and regulatory controls",High,Relationship Mapping
SF-FSC-10312,Financial Services,Claims Processing,Regulatory Reporting,Relationship Mapping,Restore Regulatory Reporting Financial Services Claims Processing Variant B,User has FSC access and Regulatory Reporting data is properly mapped to FSC objects,1. Navigate to Claims Processing in Financial Services Cloud.\n2. Use Restore action on a Regulatory Reporting record.\n3. Confirm data and compliance rules.,"Regulatory Reporting Claims Processing B‑variant Restore execution respects household relationships, rollups, and regulatory controls",High,Relationship Mapping
SF-FSC-10313,Financial Services,Compliance Workflow,Retail Banking,Rollup Validation,Onboard Retail Banking Financial Services Compliance Workflow Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Onboard action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Compliance Workflow B‑variant Onboard execution respects household relationships, rollups, and regulatory controls",Low,Rollup Validation
SF-FSC-10314,Financial Services,Compliance Workflow,Retail Banking,Regression,Edit Retail Banking Financial Services Compliance Workflow Variant B,User has FSC access and Retail Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Edit action on a Retail Banking record.\n3. Confirm data and compliance rules.,"Retail Banking Compliance Workflow B‑variant Edit execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10315,Financial Services,Compliance Workflow,Commercial Banking,KYC/AML,Submit Commercial Banking Financial Services Compliance Workflow Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Submit action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Compliance Workflow B‑variant Submit execution respects household relationships, rollups, and regulatory controls",Medium,KYC/AML
SF-FSC-10316,Financial Services,Compliance Workflow,Commercial Banking,UI,Bulk Edit Commercial Banking Financial Services Compliance Workflow Variant B,User has FSC access and Commercial Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Bulk Edit action on a Commercial Banking record.\n3. Confirm data and compliance rules.,"Commercial Banking Compliance Workflow B‑variant Bulk Edit execution respects household relationships, rollups, and regulatory controls",High,UI
SF-FSC-10317,Financial Services,Compliance Workflow,Wealth Management,Compliance,Close Wealth Management Financial Services Compliance Workflow Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Close action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Compliance Workflow B‑variant Close execution respects household relationships, rollups, and regulatory controls",Low,Compliance
SF-FSC-10318,Financial Services,Compliance Workflow,Wealth Management,Mobile,AML Flag Wealth Management Financial Services Compliance Workflow Variant B,User has FSC access and Wealth Management data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use AML Flag action on a Wealth Management record.\n3. Confirm data and compliance rules.,"Wealth Management Compliance Workflow B‑variant AML Flag execution respects household relationships, rollups, and regulatory controls",Low,Mobile
SF-FSC-10319,Financial Services,Compliance Workflow,Investment Banking,Accessibility,Close Investment Banking Financial Services Compliance Workflow Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Close action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Compliance Workflow B‑variant Close execution respects household relationships, rollups, and regulatory controls",Medium,Accessibility
SF-FSC-10320,Financial Services,Compliance Workflow,Investment Banking,Integration,Archive Investment Banking Financial Services Compliance Workflow Variant B,User has FSC access and Investment Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Archive action on a Investment Banking record.\n3. Confirm data and compliance rules.,"Investment Banking Compliance Workflow B‑variant Archive execution respects household relationships, rollups, and regulatory controls",Low,Integration
SF-FSC-10321,Financial Services,Compliance Workflow,Insurance,Mobile,Validate Insurance Financial Services Compliance Workflow Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Validate action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Compliance Workflow B‑variant Validate execution respects household relationships, rollups, and regulatory controls",Low,Mobile
SF-FSC-10322,Financial Services,Compliance Workflow,Insurance,Security,Submit Insurance Financial Services Compliance Workflow Variant B,User has FSC access and Insurance data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Submit action on a Insurance record.\n3. Confirm data and compliance rules.,"Insurance Compliance Workflow B‑variant Submit execution respects household relationships, rollups, and regulatory controls",Low,Security
SF-FSC-10323,Financial Services,Compliance Workflow,Mortgage,Regression,KYC Verify Mortgage Financial Services Compliance Workflow Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use KYC Verify action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Compliance Workflow B‑variant KYC Verify execution respects household relationships, rollups, and regulatory controls",High,Regression
SF-FSC-10324,Financial Services,Compliance Workflow,Mortgage,Regulatory Audit,Reassign Mortgage Financial Services Compliance Workflow Variant B,User has FSC access and Mortgage data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Reassign action on a Mortgage record.\n3. Confirm data and compliance rules.,"Mortgage Compliance Workflow B‑variant Reassign execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10325,Financial Services,Compliance Workflow,Credit Card,Regulatory Audit,View Credit Card Financial Services Compliance Workflow Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use View action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Compliance Workflow B‑variant View execution respects household relationships, rollups, and regulatory controls",Medium,Regulatory Audit
SF-FSC-10326,Financial Services,Compliance Workflow,Credit Card,Accessibility,Submit Credit Card Financial Services Compliance Workflow Variant B,User has FSC access and Credit Card data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Submit action on a Credit Card record.\n3. Confirm data and compliance rules.,"Credit Card Compliance Workflow B‑variant Submit execution respects household relationships, rollups, and regulatory controls",Medium,Accessibility
SF-FSC-10327,Financial Services,Compliance Workflow,Asset Management,UI,Archive Asset Management Financial Services Compliance Workflow Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Archive action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Compliance Workflow B‑variant Archive execution respects household relationships, rollups, and regulatory controls",High,UI
SF-FSC-10328,Financial Services,Compliance Workflow,Asset Management,Security,Update Asset Management Financial Services Compliance Workflow Variant B,User has FSC access and Asset Management data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Update action on a Asset Management record.\n3. Confirm data and compliance rules.,"Asset Management Compliance Workflow B‑variant Update execution respects household relationships, rollups, and regulatory controls",Low,Security
SF-FSC-10329,Financial Services,Compliance Workflow,Brokerage,Regulatory Audit,Delete Brokerage Financial Services Compliance Workflow Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Delete action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Compliance Workflow B‑variant Delete execution respects household relationships, rollups, and regulatory controls",Low,Regulatory Audit
SF-FSC-10330,Financial Services,Compliance Workflow,Brokerage,Data Migration,Search Brokerage Financial Services Compliance Workflow Variant B,User has FSC access and Brokerage data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Search action on a Brokerage record.\n3. Confirm data and compliance rules.,"Brokerage Compliance Workflow B‑variant Search execution respects household relationships, rollups, and regulatory controls",Low,Data Migration
SF-FSC-10331,Financial Services,Compliance Workflow,Private Banking,Functional,Export Private Banking Financial Services Compliance Workflow Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Export action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Compliance Workflow B‑variant Export execution respects household relationships, rollups, and regulatory controls",High,Functional
SF-FSC-10332,Financial Services,Compliance Workflow,Private Banking,Security,Bulk Edit Private Banking Financial Services Compliance Workflow Variant B,User has FSC access and Private Banking data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Bulk Edit action on a Private Banking record.\n3. Confirm data and compliance rules.,"Private Banking Compliance Workflow B‑variant Bulk Edit execution respects household relationships, rollups, and regulatory controls",High,Security
SF-FSC-10333,Financial Services,Compliance Workflow,Compliance,Regression,Delete Compliance Financial Services Compliance Workflow Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Delete action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Compliance Workflow B‑variant Delete execution respects household relationships, rollups, and regulatory controls",Medium,Regression
SF-FSC-10334,Financial Services,Compliance Workflow,Compliance,Data Migration,Bulk Edit Compliance Financial Services Compliance Workflow Variant B,User has FSC access and Compliance data is properly mapped to FSC objects,1. Navigate to Compliance Workflow in Financial Services Cloud.\n2. Use Bulk Edit action on a Compliance record.\n3. Confirm data and compliance rules.,"Compliance Compliance Workflow B‑variant Bulk Edit execution respects household relationships, rollups, and regulatory controls",High,Data Migration
